  1	  1	               2	4.960e-06
  2	  2	               3	1.228e-06
  3	  3	               4	1.265e-06
  4	  3	               4	1.452e-06
  5	  4	               5	1.313e-06
  6	  4	               5	1.643e-06
  7	  5	               6	1.194e-06
  8	  5	               6	1.213e-06
  9	  5	               6	1.432e-06
 10	  6	               7	1.313e-06
 11	  6	               7	6.480e-07
 12	  6	               7	3.310e-07
 13	  7	               8	3.580e-07
 14	  7	               8	3.690e-07
 15	  7	               8	2.980e-07
 16	  7	               8	3.900e-07
 17	  8	               9	3.840e-07
 18	  8	               9	3.980e-07
 19	  8	               9	4.070e-07
 20	  8	               9	4.460e-07
 21	  9	              10	5.130e-07
 22	  9	              10	2.570e-07
 23	  9	              10	2.915e-06
 24	  9	              10	2.690e-07
 25	  9	              10	2.820e-07
 26	 10	              11	2.650e-07
 27	 10	              11	2.550e-07
 28	 10	              11	2.530e-07
 29	 10	              11	2.600e-07
 30	 10	              11	2.740e-07
 31	 11	              12	2.490e-07
 32	 11	              12	2.530e-07
 33	 11	              12	2.550e-07
 34	 12	              13	3.160e-07
 35	 12	              13	3.050e-07
 36	 12	              13	3.580e-07
 37	 13	              14	1.712e-06
 38	 13	              14	3.310e-07
 39	 13	              14	3.700e-07
 40	 13	              14	3.350e-07
 41	 14	              15	3.270e-07
 42	 14	              15	3.110e-07
 43	 14	              15	3.150e-07
 44	 15	              16	3.380e-07
 45	 15	              16	3.080e-07
 46	 15	              16	3.190e-07
 47	 15	              16	3.290e-07
 48	 16	              17	3.180e-07
 49	 16	              17	3.810e-07
 50	 16	              17	3.630e-07
 55	 18	              19	9.810e-07
 60	 20	              21	7.820e-07
 65	 22	              23	7.190e-07
 70	 23	              24	8.110e-07
 75	 24	              25	7.600e-07
 80	 25	              26	8.150e-07
 85	 26	              27	8.000e-07
 90	 28	              31	1.002e-06
 95	 30	              38	1.298e-06
100	 33	              43	1.474e-06
110	 37	              48	1.419e-06
120	 40	              51	9.560e-07
130	 42	              53	8.740e-07
140	 44	              55	8.530e-07
150	 45	              56	9.140e-07
160	 49	              61	1.003e-06
170	 53	              65	1.065e-06
180	 56	              68	1.133e-06
190	 58	              70	1.009e-06
200	 60	              72	1.026e-06
220	 67	              80	1.961e-06
240	 74	              87	1.647e-06
260	 77	              90	1.905e-06
280	 84	              98	2.039e-06
300	 92	             106	2.373e-06
320	 97	             116	1.715e-06
340	106	             126	2.645e-06
360	111	             131	1.871e-06
380	115	             135	1.989e-06
400	124	             145	2.051e-06
420	129	             150	2.811e-06
440	134	             155	2.522e-06
460	142	             163	2.459e-06
480	147	             168	2.413e-06
500	154	             177	2.508e-06
520	161	             184	2.680e-06
540	166	             189	2.748e-06
560	173	             201	2.820e-06
580	180	             208	2.909e-06
600	184	             212	5.076e-06
620	189	             219	5.731e-06
640	196	             226	3.068e-06
660	201	             233	3.230e-06
680	206	             238	3.173e-06
700	214	             246	4.251e-06
720	218	             250	3.304e-06
740	227	             261	3.401e-06
760	232	             266	3.370e-06
780	235	             269	3.498e-06
800	244	             279	3.813e-06
