  1	   1	               2	1.565e-05 
  2	   2	               3	1.587e-06 
  3	   3	               4	1.526e-06 
  4	   3	               4	1.624e-06 
  5	   4	               5	1.740e-06 
  6	   4	               5	1.628e-06 
  7	   5	               6	1.969e-06 
  8	   5	               6	1.829e-06 
  9	   5	               6	2.076e-06 
 10	   6	               7	1.985e-06 
 11	   6	               7	1.468e-06 
 12	   6	               7	7.710e-07 
 13	   7	               8	7.000e-07 
 14	   7	               8	6.580e-07 
 15	   7	               8	6.210e-07 
 16	   7	               8	6.130e-07 
 17	   8	               9	6.100e-07 
 18	   8	               9	6.780e-07 
 19	   8	               9	6.780e-07 
 20	   8	               9	7.290e-07 
 21	   9	              10	1.198e-06 
 22	   9	              10	6.380e-07 
 23	   9	              10	6.660e-07 
 24	   9	              10	5.740e-07 
 25	   9	              10	7.020e-07 
 26	  10	              11	5.970e-07 
 27	  10	              11	6.130e-07 
 28	  10	              11	6.640e-07 
 29	  10	              11	6.540e-07 
 30	  11	              12	5.930e-07 
 31	  11	              12	6.000e-07 
 32	  11	              12	5.410e-07 
 33	  12	              13	6.190e-07 
 34	  12	              13	5.760e-07 
 35	  12	              13	5.200e-07 
 36	  12	              13	5.730e-07 
 37	  13	              14	5.740e-07 
 38	  13	              14	5.400e-07 
 39	  13	              14	5.310e-07 
 40	  13	              14	5.310e-07 
 41	  14	              15	6.050e-07 
 42	  14	              15	5.560e-07 
 43	  14	              15	5.620e-07 
 44	  15	              16	5.860e-07 
 45	  15	              16	6.090e-07 
 46	  15	              16	5.850e-07 
 47	  15	              16	5.740e-07 
 48	  16	              17	5.920e-07 
 49	  16	              17	6.390e-07 
 50	  16	              17	6.250e-07 
 55	  18	              19	1.451e-06 
 60	  21	              22	8.120e-07 
 65	  23	              24	7.440e-07 
 70	  24	              25	6.520e-07 
 75	  25	              26	5.920e-07 
 80	  26	              27	6.540e-07 
 85	  27	              28	6.530e-07 
 90	  28	              29	7.520e-07 
 95	  30	              31	7.370e-07 
100	  33	              34	6.930e-07 
110	  37	              38	1.987e-06 
120	  40	              41	8.460e-07 
130	  42	              43	7.570e-07 
140	  44	              45	7.650e-07 
150	  46	              47	7.500e-07 
160	  49	              50	8.660e-07 
170	  54	              55	8.100e-07 
180	  57	              58	6.940e-07 
190	  59	              60	7.680e-07 
200	  61	              62	7.330e-07 
220	  67	              68	1.836e-06 
240	  75	              76	1.195e-06 
260	  79	              80	1.081e-06 
280	  86	              87	1.036e-06 
300	  94	              95	1.049e-06 
320	  98	              99	1.039e-06 
340	 107	             108	1.046e-06 
360	 111	             112	1.080e-06 
380	 116	             117	1.013e-06 
400	 125	             126	1.156e-06 
420	 130	             131	2.007e-06 
440	 135	             136	1.345e-06 
460	 142	             143	1.432e-06 
480	 147	             148	1.204e-06 
500	 153	             154	1.244e-06 
520	 161	             162	1.224e-06 
540	 165	             166	1.177e-06 
560	 172	             173	1.359e-06 
580	 178	             179	1.455e-06 
600	 182	             183	1.454e-06 
620	 189	             190	1.346e-06 
640	 196	             197	1.355e-06 
660	 201	             202	1.458e-06 
680	 207	             208	1.488e-06 
700	 214	             215	1.537e-06 
720	 218	             219	1.451e-06 
740	 227	             228	1.392e-06 
760	 231	             232	1.495e-06 
780	 235	             236	1.512e-06 
800	 244	             245	1.584e-06 
